R1,R2,R3,R4,R5,R6,R7,R8,F1,F2,F3,F4,F5,F6,F7,F8,L1,L2,L3,L4,L5,L6,L7,L8,x
0.259460,0.236360,0.812610,0.205410,0.818180,0.776580,0.200000,0.800000,Medio,Alto,Medio,Medio,Alto,Alto,Bajo,Medio,144,13,451,114,45,431,11,44,Medio
0.996400,0.381820,0.578380,0.942340,0.945450,0.560360,0.927270,0.600000,Medio,Alto,Alto,Medio,Medio,Alto,Medio,Medio,553,21,321,523,52,311,51,33,Alto
0.418020,0.581820,0.567570,0.419820,0.563640,0.405410,0.454550,0.418180,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,232,32,315,233,31,225,25,23,Medio
0.459460,0.381820,0.944140,0.405410,0.945450,0.926130,0.436360,1.000000,Medio,Alto,Medio,Alto,Medio,Bajo,Medio,Medio,255,21,524,225,52,514,24,55,Medio
0.398200,0.236360,0.636040,0.383780,0.454550,0.239640,0.418180,0.236360,Medio,Alto,Medio,Bajo,Medio,Medio,Medio,Alto,221,13,353,213,25,133,23,13,Medio
0.275680,0.800000,0.974770,0.261260,0.981820,0.614410,0.200000,0.636360,Bajo,Alto,Medio,Medio,Medio,Medio,Bajo,Medio,153,44,541,145,54,341,11,35,Medio
0.618020,0.745450,0.439640,0.616220,0.800000,0.565770,0.618180,0.581820,Medio,Bajo,Medio,Medio,Medio,Medio,Alto,Alto,343,41,244,342,44,314,34,32,Medio
0.780180,0.436360,0.927930,0.765770,0.563640,0.621620,0.818180,0.636360,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,433,24,515,425,31,345,45,35,Medio
0.778380,0.927270,0.760360,0.818020,0.581820,0.381980,0.763640,0.436360,Alto,Medio,Medio,Medio,Bajo,Medio,Alto,Medio,432,51,422,454,32,212,42,24,Medio
0.814410,0.818180,0.563960,0.798200,0.927270,0.455860,0.781820,0.418180,Bajo,Alto,Medio,Medio,Medio,Medio,Medio,Medio,452,45,313,443,51,253,43,23,Medio
0.780180,0.800000,0.243240,0.794590,0.600000,0.621620,0.818180,0.563640,Medio,Alto,Medio,Medio,Medio,Bajo,Medio,Medio,433,44,135,441,33,345,45,31,Medio
0.740540,1.000000,0.763960,0.818020,0.218180,0.277480,0.800000,0.254550,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,411,55,424,454,12,154,44,14,Medio
0.254050,0.781820,0.437840,0.255860,0.800000,0.239640,0.236360,0.218180,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Bajo,141,43,243,142,44,133,13,12,Medio
0.585590,0.600000,0.818020,0.601800,0.454550,0.962160,0.618180,0.981820,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Medio,325,33,454,334,25,534,34,54,Medio
0.747750,0.581820,0.563960,0.780180,0.200000,0.942340,0.781820,0.963640,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,415,32,313,433,11,523,43,53,Medio
0.567570,0.600000,0.992790,0.603600,0.272730,0.956760,0.563640,1.000000,Alto,Medio,Medio,Medio,Medio,Alto,Alto,Medio,315,33,551,335,15,531,31,55,Alto
0.816220,0.418180,0.398200,0.760360,0.945450,0.596400,0.745450,0.581820,Medio,Alto,Bajo,Medio,Medio,Alto,Medio,Alto,453,23,221,422,52,331,41,32,Medio
1.000000,0.254550,0.560360,0.924320,0.927270,0.974770,0.927270,0.963640,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,555,14,311,513,51,541,51,53,Medio
0.992790,0.818180,0.963960,0.981980,0.963640,0.279280,1.000000,0.272730,Alto,Alto,Medio,Alto,Medio,Medio,Medio,Medio,551,45,535,545,53,155,55,15,Alto
0.765770,0.254550,0.581980,0.744140,0.400000,0.978380,0.781820,0.963640,Alto,Medio,Medio,Medio,Alto,Alto,Medio,Medio,425,14,323,413,22,543,43,53,Alto
0.801800,0.454550,0.940540,0.765770,0.763640,0.994590,0.763640,1.000000,Bajo,Medio,Medio,Medio,Medio,Bajo,Alto,Medio,445,25,522,425,42,552,42,55,Medio
0.974770,0.454550,0.794590,0.944140,0.800000,0.272070,0.927270,0.254550,Medio,Medio,Medio,Alto,Medio,Bajo,Medio,Medio,541,25,441,524,44,151,51,14,Medio
0.637840,0.581820,0.962160,0.603600,0.963640,0.763960,0.618180,0.818180,Medio,Medio,Alto,Medio,Medio,Alto,Alto,Medio,354,32,534,335,53,424,34,45,Alto
0.996400,0.618180,0.632430,0.960360,1.000000,0.614410,0.927270,0.600000,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,553,34,351,533,55,341,51,33,Medio
0.800000,0.254550,0.603600,0.744140,0.781820,0.801800,0.818180,0.781820,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,444,14,335,413,43,445,45,43,Medio
0.958560,0.818180,0.578380,0.978380,0.581820,0.452250,0.927270,0.418180,Alto,Alto,Alto,Medio,Bajo,Medio,Medio,Medio,532,45,321,543,32,251,51,23,Medio
0.800000,0.781820,0.639640,0.798200,0.818180,0.783780,0.818180,0.781820,Alto,Medio,Alto,Medio,Alto,Medio,Medio,Medio,444,43,355,443,45,435,45,43,Alto
0.798200,0.981820,0.994590,0.819820,0.818180,0.616220,0.763640,0.636360,Medio,Bajo,Medio,Bajo,Alto,Medio,Alto,Medio,443,54,552,455,45,342,42,35,Medio
0.205410,0.636360,0.219820,0.236040,0.218180,0.814410,0.218180,0.745450,Medio,Bajo,Medio,Bajo,Medio,Alto,Medio,Medio,114,35,122,131,12,452,12,41,Medio
0.958560,0.800000,0.980180,0.981980,0.618180,0.439640,0.981820,0.454550,Alto,Alto,Alto,Alto,Bajo,Medio,Medio,Medio,532,44,544,545,34,244,54,25,Alto
0.387390,0.818180,0.441440,0.436040,0.254550,1.000000,0.454550,0.945450,Medio,Alto,Bajo,Medio,Alto,Alto,Medio,Medio,215,45,245,242,14,555,25,52,Medio
0.380180,0.418180,0.218020,0.398200,0.218180,0.236040,0.381820,0.200000,Medio,Alto,Medio,Medio,Medio,Medio,Medio,Bajo,211,23,121,221,12,131,21,11,Medio
0.223420,0.400000,0.598200,0.221620,0.418180,0.760360,0.218180,0.781820,Alto,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,124,22,332,123,23,422,12,43,Medio
0.385590,0.745450,0.436040,0.436040,0.254550,0.742340,0.400000,0.763640,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,Alto,214,41,242,242,14,412,22,42,Medio
0.596400,0.963640,0.812610,0.637840,0.636360,0.236040,0.563640,0.254550,Medio,Medio,Medio,Medio,Bajo,Medio,Alto,Medio,331,53,451,354,35,131,31,14,Medio
0.387390,0.800000,0.636040,0.437840,0.272730,0.978380,0.418180,0.963640,Medio,Alto,Medio,Medio,Medio,Alto,Medio,Medio,215,44,353,243,15,543,23,53,Medio
0.585590,0.381820,0.747750,0.583780,0.381820,0.927930,0.636360,0.981820,Medio,Alto,Bajo,Medio,Bajo,Bajo,Bajo,Medio,325,21,415,324,21,515,35,54,Bajo
0.239640,0.800000,0.223420,0.254050,0.581820,0.619820,0.254550,0.563640,Medio,Alto,Alto,Medio,Bajo,Medio,Bajo,Medio,133,44,124,141,32,344,14,31,Medio
0.218020,0.400000,0.419820,0.219820,0.418180,0.221620,0.236360,0.218180,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Bajo,121,22,233,122,23,123,13,12,Medio
0.796400,0.745450,0.781980,0.800000,0.781820,0.385590,0.800000,0.436360,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,Medio,442,41,434,444,43,214,44,24,Medio
0.992790,1.000000,0.978380,1.000000,0.981820,0.275680,0.963640,0.272730,Alto,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,551,55,543,555,54,153,53,15,Medio
0.765770,0.454550,0.760360,0.763960,0.400000,0.994590,0.763640,0.981820,Alto,Medio,Medio,Bajo,Alto,Bajo,Alto,Medio,425,25,422,424,22,552,42,54,Medio
0.439640,0.581820,0.926130,0.423420,0.745450,0.763960,0.436360,0.818180,Medio,Medio,Bajo,Medio,Medio,Alto,Medio,Medio,244,32,514,235,41,424,24,45,Medio
0.405410,0.454550,0.261260,0.398200,0.436360,1.000000,0.454550,0.927270,Medio,Medio,Medio,Medio,Alto,Alto,Medio,Alto,225,25,145,221,24,555,25,51,Alto
0.567570,0.781820,0.585590,0.618020,0.218180,0.963960,0.636360,0.963640,Alto,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,315,43,325,343,12,535,35,53,Medio
0.781980,0.800000,0.421620,0.796400,0.600000,0.800000,0.800000,0.763640,Alto,Alto,Medio,Alto,Medio,Medio,Medio,Alto,434,44,234,442,33,444,44,42,Alto
0.976580,0.272730,0.273870,0.920720,0.818180,0.454050,0.945450,0.381820,Alto,Medio,Bajo,Medio,Alto,Medio,Medio,Medio,542,15,152,511,45,252,52,21,Medio
0.763960,0.400000,0.621620,0.762160,0.436360,0.765770,0.818180,0.781820,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,424,22,345,423,24,425,45,43,Medio
0.241440,0.927270,0.998200,0.279280,0.636360,0.745950,0.254550,0.818180,Medio,Medio,Medio,Medio,Bajo,Medio,Bajo,Medio,134,51,554,155,35,414,14,45,Bajo
0.380180,0.981820,0.383780,0.454050,0.200000,0.257660,0.418180,0.218180,Medio,Bajo,Medio,Bajo,Medio,Medio,Medio,Bajo,211,54,213,252,11,143,23,12,Bajo
0.401800,0.272730,0.614410,0.383780,0.436360,0.632430,0.381820,0.600000,Medio,Medio,Medio,Bajo,Alto,Bajo,Medio,Medio,223,15,341,213,24,351,21,33,Medio
0.763960,0.200000,0.275680,0.740540,0.454550,0.744140,0.781820,0.745450,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,424,11,153,411,25,413,43,41,Medio
0.203600,0.218180,0.927930,0.207210,0.200000,0.585590,0.272730,0.636360,Medio,Medio,Medio,Medio,Medio,Bajo,Bajo,Medio,113,12,515,115,11,325,15,35,Bajo
0.419820,0.636360,0.636040,0.419820,0.636360,0.636040,0.418180,0.600000,Medio,Bajo,Medio,Medio,Bajo,Alto,Medio,Medio,233,35,353,233,35,353,23,33,Medio
0.981980,0.636360,0.616220,0.960360,0.800000,0.994590,0.945450,0.963640,Medio,Bajo,Alto,Alto,Medio,Bajo,Medio,Medio,545,35,342,533,44,552,52,53,Medio
0.758560,0.218180,0.416220,0.742340,0.418180,0.218020,0.745450,0.218180,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,421,12,231,412,23,121,41,12,Medio
0.275680,0.945450,0.255860,0.272070,0.981820,0.580180,0.218180,0.563640,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Medio,153,52,142,151,54,322,12,31,Medio
0.400000,0.981820,0.277480,0.452250,0.454550,0.439640,0.436360,0.381820,Bajo,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,222,54,154,251,25,244,24,21,Bajo
0.455860,0.618180,0.560360,0.419820,0.927270,0.614410,0.381820,0.600000,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,253,34,311,233,51,341,21,33,Medio
0.219820,0.781820,0.776580,0.259460,0.418180,0.416220,0.200000,0.436360,Medio,Medio,Medio,Bajo,Medio,Alto,Bajo,Medio,122,43,431,144,23,231,11,24,Medio
0.958560,0.200000,0.814410,0.926130,0.636360,0.381980,0.945450,0.436360,Alto,Medio,Medio,Alto,Bajo,Medio,Medio,Medio,532,11,452,514,35,212,52,24,Medio
0.819820,0.781820,0.387390,0.796400,0.927270,0.963960,0.818180,0.945450,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,455,43,215,442,51,535,45,52,Medio
0.942340,0.581820,0.401800,0.958560,0.400000,0.581980,0.963640,0.581820,Alto,Medio,Alto,Medio,Alto,Medio,Medio,Alto,523,32,223,532,22,323,53,32,Alto
0.580180,0.200000,0.634230,0.563960,0.454550,0.381980,0.581820,0.418180,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,322,11,352,313,25,212,32,23,Medio
0.760360,0.200000,0.600000,0.744140,0.418180,0.383780,0.781820,0.418180,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,422,11,333,413,23,213,43,23,Medio
0.416220,0.763640,0.942340,0.441440,0.581820,0.221620,0.418180,0.272730,Bajo,Medio,Alto,Medio,Bajo,Medio,Medio,Medio,231,42,523,245,32,123,23,15,Medio
1.000000,0.818180,0.818020,0.980180,1.000000,0.998200,0.981820,0.981820,Alto,Alto,Medio,Bajo,Medio,Medio,Medio,Medio,555,45,454,544,55,554,54,54,Medio
0.219820,0.218180,0.778380,0.205410,0.418180,0.400000,0.218180,0.436360,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Medio,122,12,432,114,23,222,12,24,Medio
0.403600,0.581820,0.801800,0.421620,0.436360,0.765770,0.454550,0.800000,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,224,32,445,234,24,425,25,44,Medio
0.765770,0.254550,0.778380,0.745950,0.418180,0.976580,0.763640,0.981820,Alto,Medio,Alto,Medio,Medio,Alto,Alto,Medio,425,14,432,414,23,542,42,54,Alto
0.819820,0.581820,0.273870,0.776580,1.000000,0.940540,0.763640,0.927270,Medio,Medio,Bajo,Medio,Medio,Medio,Alto,Alto,455,32,152,431,55,522,42,51,Medio
0.922520,0.254550,0.621620,0.924320,0.254550,0.441440,1.000000,0.418180,Alto,Medio,Medio,Medio,Alto,Medio,Medio,Medio,512,14,345,513,14,245,55,23,Medio
0.419820,0.963640,0.585590,0.455860,0.581820,0.603600,0.454550,0.600000,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,233,53,325,253,32,335,25,33,Medio
0.747750,1.000000,0.639640,0.816220,0.272730,1.000000,0.818180,0.963640,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Medio,415,55,355,453,15,555,45,53,Medio
0.200000,0.818180,0.942340,0.261260,0.218180,0.275680,0.236360,0.272730,Medio,Alto,Alto,Medio,Medio,Bajo,Alto,Medio,111,45,523,145,12,153,13,15,Medio
0.794590,0.563640,0.200000,0.776580,0.745450,0.200000,0.745450,0.200000,Medio,Medio,Alto,Medio,Medio,Bajo,Medio,Bajo,441,31,111,431,41,111,41,11,Medio
0.938740,0.818180,0.963960,0.981980,0.418180,0.279280,1.000000,0.272730,Alto,Alto,Medio,Alto,Medio,Medio,Medio,Medio,521,45,535,545,23,155,55,15,Alto
0.205410,0.418180,0.563960,0.221620,0.200000,0.780180,0.236360,0.781820,Medio,Alto,Medio,Medio,Medio,Medio,Alto,Medio,114,23,313,123,11,433,13,43,Medio
0.405410,0.236360,0.225230,0.380180,0.400000,0.963960,0.454550,0.927270,Medio,Alto,Medio,Alto,Alto,Medio,Medio,Alto,225,13,125,211,22,535,25,51,Alto
0.459460,0.636360,0.254050,0.416220,0.981820,0.992790,0.381820,0.927270,Medio,Bajo,Medio,Bajo,Medio,Alto,Medio,Alto,255,35,141,231,54,551,21,51,Medio
0.455860,0.800000,0.423420,0.436040,0.963640,0.621620,0.454550,0.581820,Medio,Alto,Medio,Medio,Medio,Bajo,Medio,Alto,253,44,235,242,53,345,25,32,Medio
0.257660,0.763640,0.418020,0.255860,0.781820,0.580180,0.218180,0.581820,Alto,Medio,Alto,Medio,Medio,Medio,Medio,Alto,143,42,232,142,43,322,12,32,Alto
0.565770,0.454550,0.619820,0.581980,0.254550,0.818020,0.618180,0.781820,Medio,Medio,Alto,Bajo,Alto,Medio,Alto,Medio,314,25,344,323,14,454,34,43,Medio
0.585590,0.272730,0.976580,0.567570,0.436360,0.994590,0.581820,1.000000,Medio,Medio,Medio,Alto,Alto,Bajo,Medio,Medio,325,15,542,315,24,552,32,55,Medio
0.563960,0.781820,0.976580,0.621620,0.254550,0.598200,0.581820,0.636360,Medio,Medio,Medio,Medio,Alto,Bajo,Medio,Medio,313,43,542,345,14,332,32,35,Medio
0.603600,0.927270,0.219820,0.632430,0.581820,0.922520,0.581820,0.927270,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,Alto,335,51,122,351,32,512,32,51,Medio
0.976580,0.381820,0.744140,0.944140,0.745450,0.383780,0.963640,0.436360,Alto,Alto,Medio,Alto,Medio,Medio,Medio,Medio,542,21,413,524,41,213,53,24,Alto
0.760360,0.745450,0.778380,0.800000,0.418180,0.381980,0.763640,0.436360,Medio,Bajo,Alto,Medio,Medio,Medio,Alto,Medio,422,41,432,444,23,212,42,24,Medio
0.416220,0.436360,0.600000,0.401800,0.600000,0.257660,0.418180,0.236360,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Alto,231,24,333,223,33,143,23,13,Medio
0.563960,0.454550,0.277480,0.578380,0.272730,0.637840,0.618180,0.563640,Medio,Medio,Medio,Bajo,Medio,Medio,Alto,Medio,313,25,154,321,15,354,34,31,Medio
0.794590,1.000000,0.634230,0.816220,0.818180,0.273870,0.763640,0.236360,Medio,Medio,Medio,Medio,Alto,Alto,Alto,Alto,441,55,352,453,45,152,42,13,Alto
0.781980,0.636360,0.976580,0.783780,0.618180,0.814410,0.763640,0.818180,Alto,Bajo,Medio,Medio,Bajo,Alto,Alto,Medio,434,35,542,435,34,452,42,45,Medio
0.418020,0.800000,0.454050,0.436040,0.636360,0.436040,0.400000,0.400000,Medio,Alto,Alto,Medio,Bajo,Medio,Medio,Bajo,232,44,252,242,35,242,22,22,Medio
0.236040,0.618180,0.439640,0.237840,0.618180,0.259460,0.254550,0.218180,Medio,Medio,Medio,Medio,Bajo,Medio,Bajo,Bajo,131,34,244,132,34,144,14,12,Bajo
0.922520,0.963640,0.601800,0.996400,0.236360,0.421620,0.981820,0.418180,Alto,Medio,Alto,Bajo,Medio,Bajo,Medio,Medio,512,53,334,553,13,234,54,23,Medio
0.261260,0.800000,0.976580,0.261260,0.800000,0.976580,0.218180,1.000000,Medio,Alto,Medio,Medio,Medio,Alto,Medio,Medio,145,44,542,145,44,542,12,55,Medio
0.383780,0.800000,0.632430,0.437840,0.272730,0.614410,0.381820,0.600000,Medio,Alto,Medio,Medio,Medio,Medio,Medio,Medio,213,44,351,243,15,341,21,33,Medio
0.980180,0.927270,0.763960,0.998200,0.763640,0.745950,0.981820,0.800000,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,544,51,424,554,42,414,54,44,Medio
0.581980,0.563640,0.416220,0.598200,0.418180,0.560360,0.563640,0.581820,Medio,Medio,Medio,Medio,Medio,Alto,Alto,Alto,323,31,231,332,23,311,31,32,Alto
0.452250,0.218180,0.261260,0.380180,0.981820,0.225230,0.454550,0.200000,Medio,Medio,Medio,Alto,Medio,Bajo,Medio,Bajo,251,12,145,211,54,125,25,11,Medio
0.922520,0.763640,0.942340,0.981980,0.218180,0.401800,0.963640,0.454550,Alto,Medio,Alto,Alto,Medio,Medio,Medio,Medio,512,42,523,545,12,223,53,25,Alto
0.583780,0.963640,0.439640,0.634230,0.436360,0.781980,0.618180,0.763640,Alto,Medio,Medio,Medio,Alto,Alto,Alto,Alto,324,53,244,352,24,434,34,42,Alto
0.221620,1.000000,0.418020,0.273870,0.418180,0.634230,0.218180,0.581820,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Alto,123,55,232,152,23,352,12,32,Alto
0.225230,0.781820,0.639640,0.257660,0.454550,0.963960,0.272730,0.963640,Alto,Medio,Alto,Medio,Medio,Medio,Bajo,Medio,125,43,355,143,25,535,15,53,Medio
0.236040,0.563640,0.992790,0.243240,0.636360,0.200000,0.200000,0.272730,Medio,Medio,Medio,Bajo,Bajo,Bajo,Bajo,Medio,131,31,551,135,35,111,11,15,Bajo
0.798200,0.927270,0.454050,0.814410,0.818180,0.562160,0.763640,0.581820,Medio,Medio,Alto,Medio,Alto,Medio,Alto,Alto,443,51,252,452,45,312,42,32,Alto
0.927930,0.418180,0.747750,0.944140,0.200000,0.963960,1.000000,0.981820,Medio,Alto,Bajo,Alto,Medio,Medio,Medio,Medio,515,23,415,524,11,535,55,54,Medio
0.596400,0.218180,1.000000,0.567570,0.636360,0.225230,0.636360,0.272730,Medio,Medio,Bajo,Alto,Bajo,Bajo,Bajo,Medio,331,12,555,315,35,125,35,15,Bajo
0.207210,0.763640,0.976580,0.261260,0.254550,0.940540,0.218180,1.000000,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,115,42,542,145,14,522,12,55,Medio
0.277480,0.563640,0.998200,0.243240,1.000000,0.745950,0.254550,0.818180,Medio,Medio,Medio,Bajo,Medio,Medio,Bajo,Medio,154,31,554,135,55,414,14,45,Bajo
0.958560,0.981820,0.380180,0.994590,0.563640,0.434230,0.927270,0.400000,Alto,Bajo,Medio,Alto,Medio,Medio,Medio,Bajo,532,54,211,552,31,241,51,22,Medio
0.259460,0.800000,0.239640,0.254050,0.781820,0.798200,0.236360,0.745450,Medio,Alto,Bajo,Medio,Medio,Medio,Alto,Medio,144,44,133,141,43,443,13,41,Medio
0.381980,0.745450,0.922520,0.441440,0.200000,0.381980,0.400000,0.454550,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,212,41,512,245,11,212,22,25,Medio
0.403600,0.254550,0.636040,0.383780,0.454550,0.798200,0.418180,0.781820,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,224,14,353,213,25,443,23,43,Medio
0.963960,0.454550,0.596400,0.942340,0.600000,0.992790,0.927270,0.963640,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,535,25,331,523,33,551,51,53,Medio
0.938740,0.963640,0.387390,0.994590,0.381820,0.243240,1.000000,0.218180,Alto,Medio,Medio,Alto,Bajo,Alto,Medio,Bajo,521,53,215,552,21,135,55,12,Medio
0.747750,0.581820,0.459460,0.778380,0.272730,0.945950,0.818180,0.945450,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Medio,415,32,255,432,15,525,45,52,Medio
0.616220,0.927270,0.942340,0.639640,0.763640,0.383780,0.600000,0.454550,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Medio,342,51,523,355,42,213,33,25,Medio
0.618020,0.618180,0.383780,0.598200,0.745450,0.618020,0.600000,0.581820,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Alto,343,34,213,332,41,343,33,32,Medio
0.596400,0.436360,0.812610,0.583780,0.636360,0.254050,0.563640,0.254550,Medio,Medio,Medio,Medio,Bajo,Medio,Alto,Medio,331,24,451,324,35,141,31,14,Medio
0.636040,0.272730,0.978380,0.567570,0.981820,0.636040,0.600000,0.636360,Medio,Medio,Medio,Alto,Medio,Alto,Medio,Medio,353,15,543,315,54,353,33,35,Medio
0.583780,0.800000,0.436040,0.616220,0.436360,0.796400,0.581820,0.763640,Alto,Alto,Medio,Medio,Alto,Bajo,Medio,Alto,324,44,242,342,24,442,32,42,Alto
0.237840,0.963640,0.601800,0.275680,0.600000,0.421620,0.254550,0.418180,Medio,Medio,Alto,Medio,Medio,Bajo,Bajo,Medio,132,53,334,153,33,234,14,23,Medio
0.380180,0.236360,0.634230,0.383780,0.272730,0.237840,0.400000,0.236360,Medio,Alto,Medio,Bajo,Medio,Medio,Medio,Alto,211,13,352,213,15,132,22,13,Medio
0.634230,0.381820,0.563960,0.581980,0.927270,0.383780,0.600000,0.418180,Medio,Alto,Medio,Bajo,Medio,Medio,Medio,Medio,352,21,313,323,51,213,33,23,Medio
0.243240,0.254550,0.562160,0.203600,0.563640,0.976580,0.218180,0.963640,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,135,14,312,113,31,542,12,53,Medio
0.200000,0.963640,0.457660,0.273870,0.272730,0.241440,0.254550,0.218180,Medio,Medio,Medio,Medio,Medio,Alto,Bajo,Bajo,111,53,254,152,15,134,14,12,Medio
0.218020,0.563640,0.618020,0.239640,0.436360,0.203600,0.236360,0.236360,Medio,Medio,Medio,Medio,Alto,Alto,Alto,Alto,121,31,343,133,24,113,13,13,Alto
0.981980,0.763640,0.454050,0.976580,0.818180,0.940540,0.945450,0.945450,Medio,Medio,Alto,Medio,Alto,Medio,Medio,Medio,545,42,252,542,45,522,52,52,Medio
0.423420,0.818180,0.621620,0.437840,0.618180,1.000000,0.454550,0.963640,Bajo,Alto,Medio,Medio,Bajo,Alto,Medio,Medio,235,45,345,243,34,555,25,53,Medio
0.207210,0.981820,0.922520,0.279280,0.200000,0.976580,0.218180,1.000000,Medio,Bajo,Medio,Medio,Medio,Alto,Medio,Medio,115,54,512,155,11,542,12,55,Medio
0.812610,0.581820,0.816220,0.781980,1.000000,0.221620,0.781820,0.254550,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,451,32,453,434,55,123,43,14,Medio
0.418020,0.254550,0.634230,0.383780,0.636360,0.436040,0.400000,0.418180,Medio,Medio,Medio,Bajo,Bajo,Medio,Medio,Medio,232,14,352,213,35,242,22,23,Bajo
0.994590,0.254550,0.619820,0.924320,0.981820,0.439640,0.981820,0.418180,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Medio,552,14,344,513,54,244,54,23,Medio
0.387390,0.454550,0.403600,0.400000,0.218180,0.998200,0.436360,0.945450,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,215,25,224,222,12,554,24,52,Medio
0.747750,0.272730,0.225230,0.740540,0.218180,1.000000,0.818180,0.927270,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Alto,415,15,125,411,12,555,45,51,Medio
0.998200,1.000000,0.601800,0.996400,0.963640,0.818020,0.981820,0.781820,Medio,Medio,Alto,Bajo,Medio,Medio,Medio,Medio,554,55,334,553,53,454,54,43,Medio
0.765770,0.581820,0.434230,0.778380,0.436360,0.938740,0.745450,0.945450,Alto,Medio,Medio,Medio,Alto,Medio,Medio,Medio,425,32,241,432,24,521,41,52,Medio
0.585590,0.436360,0.962160,0.585590,0.418180,0.980180,0.618180,1.000000,Medio,Medio,Alto,Medio,Medio,Medio,Alto,Medio,325,24,534,325,23,544,34,55,Medio
0.578380,0.272730,0.994590,0.567570,0.454550,0.273870,0.581820,0.272730,Medio,Medio,Medio,Alto,Medio,Alto,Medio,Medio,321,15,552,315,25,152,32,15,Medio
0.794590,0.618180,0.452250,0.778380,0.818180,0.254050,0.745450,0.218180,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Bajo,441,34,251,432,45,141,41,12,Medio
0.403600,1.000000,0.962160,0.459460,0.418180,0.818020,0.436360,0.818180,Medio,Medio,Alto,Bajo,Medio,Medio,Medio,Medio,224,55,534,255,23,454,24,45,Medio
0.585590,0.618180,0.243240,0.596400,0.418180,0.981980,0.636360,0.927270,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Alto,325,34,135,331,23,545,35,51,Medio
0.760360,0.636360,0.565770,0.780180,0.381820,0.457660,0.800000,0.418180,Medio,Bajo,Bajo,Medio,Bajo,Alto,Medio,Medio,422,35,314,433,21,254,44,23,Bajo
0.920720,0.963640,0.945950,1.000000,0.218180,0.243240,1.000000,0.272730,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,511,53,525,555,12,135,55,15,Medio
0.758560,0.636360,0.457660,0.778380,0.454550,0.277480,0.800000,0.218180,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Bajo,421,35,254,432,25,154,44,12,Bajo
0.962160,0.945450,0.437840,0.994590,0.618180,0.762160,0.963640,0.763640,Medio,Medio,Medio,Alto,Bajo,Medio,Medio,Alto,534,52,243,552,34,423,53,42,Medio
0.381980,0.400000,1.000000,0.405410,0.272730,0.405410,0.454550,0.454550,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,212,22,555,225,15,225,25,25,Medio
0.457660,0.418180,0.960360,0.405410,0.963640,0.780180,0.418180,0.818180,Medio,Alto,Medio,Alto,Medio,Medio,Medio,Medio,254,23,533,225,53,433,23,45,Medio
